halo_id,halo_mass,sum(stellar_mass),halo_mass+sum(stellar_mass)
3542000069121,17682436980736.00,355080077312.0,18037516271616.0
1321900182134,10176948076544.00,164377165824.0,10341324947456.0
918400177124,10843310784512.00,250652737536.0,11093963440128.0
308400178134,12353037926400.00,241053532160.0,12594091917312.0
4209300159137,11319655792640.00,146949455872.0,11466605330432.0
128900068137,10903179231232.00,122573774848.0,11025752522752.0
5114700052134,14476476678144.00,124640608256.0,14601117761536.0
68200151124,11889707843584.00,161941143552.0,12051648872448.0
526400139131,12870893961216.00,274007752704.0,13144901550080.0
5682300077124,30235647016960.00,373162770432.0,30608810049536.0
984700172137,16545257357312.00,284071886848.0,16829329178624.0
2563700080121,10897973051392.00,205724106752.0,11103697371136.0
1694300151124,13396546158592.00,175318040576.0,13571863871488.0
887900156127,10796457263104.00,204148195328.0,11000605573120.0
468100193131,12860484747264.00,333425213440.0,13193909895168.0
1476300094124,10387789447168.00,360886337536.0,10748675751936.0
4311300138131,11132240658432.00,104967446528.0,11237208358912.0
1328500077131,19004374646784.00,300329664512.0,19304703590400.0
3849800025121,11251978600448.00,277390458880.0,11529368895488.0
1201400078127,14359375904768.00,267133304832.0,14626509029376.0
5649700127134,12654908276736.00,141002735616.0,12795911340032.0
4266600176134,16282431782912.00,374078210048.0,16656510222336.0
809600029131,21887658754048.00,376209113088.0,22263866851328.0
4506100094127,11158270509056.00,967929364480.0,12126199480320.0
6592500069137,16282431782912.00,271078604800.0,16553510699008.0
3059800021131,10569997352960.00,190678794240.0,10760675655680.0
2231000053137,10554379862016.00,155177500672.0,10709557575680.0
7447300037137,13956028563456.00,177092608.0,13956205772800.0
4989700152134,15782801047552.00,126127374336.0,15908927963136.0
1604900169121,38945345765376.00,850019680256.0,39795363414016.0
4366500186127,18437086642176.00,300652462080.0,18737738547200.0
3433600031137,10900575617024.00,279634968576.0,11180210913280.0
5665300048124,12485762482176.00,218483294208.0,12704245874688.0
1524500151137,13334092972032.00,337267097600.0,13671360102400.0
2820300186137,14041901694976.00,211556417536.0,14253458194432.0
402800098127,17916638527488.00,357876301824.0,18274515419136.0
927700157137,12181241331712.00,221115613184.0,12402356649984.0
