halo_id,halo_mass,sum(stellar_mass),halo_mass+sum(stellar_mass)
1676000114159,12160417660928.00,205306953728.0,12365724647424.0
938000137148,11676263907328.00,299941363712.0,11976204877824.0
3785300059159,13654168698880.00,186037420032.0,13840206004224.0
4140700127155,10465877950464.00,293149605888.0,10759027294208.0
6244200142151,28156457123840.00,783824322560.0,28940282363904.0
3216800024148,11559129579520.00,556200755200.0,12115329941504.0
1509300053155,17703255408640.00,285488152576.0,17988742807552.0
2484800052148,10843310784512.00,333823737856.0,11177134391296.0
2797400070163,19394711257088.00,189944004608.0,19584654508032.0
79400066144,12813644857344.00,347215200256.0,13160859828224.0
2988900093148,10525747445760.00,145313447936.0,10671061204992.0
2344900094155,22090633707520.00,257650966528.0,22348285607936.0
874500190155,13073868914688.00,632065556480.0,13705934798848.0
1191300192137,18830025818112.00,302201536512.0,19132227518464.0
3734000163159,19449358843904.00,248072421376.0,19697430953984.0
1804600180141,10603835949056.00,332148572160.0,10935984979968.0
2230100176163,12753793187840.00,328465612800.0,13082258571264.0
3465400021155,9973915451392.00,254229659648.0,10228144799744.0
6483300031151,13227400364032.00,138351247360.0,13365751578624.0
2985200151155,10957841498112.00,156516352000.0,11114358243328.0
4216000186159,13032233107456.00,165405671424.0,13197638631424.0
316000066151,23857553473536.00,421792120832.0,24279345266688.0
3002700080159,16141910016000.00,158165811200.0,16300076171264.0
1006700032151,37053517529088.00,904471904256.0,37957989826560.0
4034200164144,10965650243584.00,129513979904.0,11095164059648.0
4671600145148,14317740097536.00,730392100864.0,15048132001792.0
2451100151148,10028577718272.00,187087486976.0,10215665696768.0
4690200192148,36199985053696.00,844099223552.0,37044084539392.0
657200123159,31508144324608.00,787971244032.0,32296115634176.0
6558400057151,27084334301184.00,514559442944.0,27598893613056.0
4265800167159,13760860258304.00,358963773440.0,14119824523264.0
1552900188151,14515509919744.00,155734474752.0,14671244427264.0
1869800128151,12433717460992.00,192194707456.0,12625912004608.0
3617100031163,10312302460928.00,96431792128.0,10408734752768.0
5956400045155,19212554731520.00,222594121728.0,19435148541952.0
1838900112151,19441551147008.00,209304338432.0,19650855305216.0
4749200183151,10999488839680.00,122844012544.0,11122332663808.0
1840100113155,11304037253120.00,702260707328.0,12006297960448.0
5656900137151,12709554814976.00,219649933312.0,12929204224000.0
4762000140141,13578703732736.00,236662734848.0,13815366287360.0
4349100057141,33759082577920.00,512478937088.0,34271561515008.0
5904500137159,11270198657024.00,183811211264.0,11454009835520.0
6697600144155,10739191382016.00,200373714944.0,10939564818432.0
2674600179151,10231610343424.00,102654353408.0,10334264885248.0
2378700080159,11179094179840.00,122706378752.0,11301800640512.0
1406800142141,10130094555136.00,186657243136.0,10316751568896.0
4093500126144,11067167080448.00,623577006080.0,11690743693312.0
1297000129144,15564212797440.00,383404965888.0,15947617271808.0
5735300085159,10510128906240.00,176052797440.0,10686181670912.0
3972100084155,17950467686400.00,597084798976.0,18547552026624.0
2245200166155,10161329537024.00,150353969152.0,10311683801088.0
3487900083159,11072372211712.00,176198025216.0,11248570728448.0
3336200058159,12563828965376.00,188830138368.0,12752658628608.0
747600084159,24052722827264.00,396471402496.0,24449193607168.0
1028700046159,12782417215488.00,165581979648.0,12947998900224.0
7733800023151,19272405352448.00,165493719040.0,19437900005376.0
608200177151,10588218458112.00,155195293696.0,10743413997568.0
6822400158151,25228935692288.00,350943903744.0,25579879399424.0
1553400143148,12933347147776.00,239834071040.0,13173181644800.0
872400036148,11046342361088.00,146039848960.0,11192381734912.0
5187700047148,77524050640896.00,1090988277760.0,78615039442944.0
1382000167148,16222580113408.00,298327212032.0,16520907325440.0
2814400157148,10996886274048.00,328705671168.0,11325591781376.0
2115400047148,15761983668224.00,211490029568.0,15973474107392.0
5183800171144,11509673492480.00,369592664064.0,11879266123776.0
5047100094144,11015107379200.00,207731490816.0,11222838673408.0
1652800080141,10156124405760.00,181119942656.0,10337243889664.0
4493200085144,19904751206400.00,291766501376.0,20196517478400.0
4319000177163,18278349012992.00,369266589696.0,18647615537152.0
3131500128163,16162728443904.00,94519216.0,16162822815744.0
1340500057163,15121832214528.00,600287281152.0,15722119954432.0
7113700048155,12842268884992.00,311903649792.0,13154172010496.0
617000171159,13883165114368.00,366472462336.0,14249637183488.0
3188100031141,11132240658432.00,323829727232.0,11456070287360.0
613900165159,13019221327872.00,120628699136.0,13139849510912.0
915400027155,10403406938112.00,187063730176.0,10590470799360.0
4759900046159,10434642968576.00,366160248832.0,10800803610624.0
1926900191141,11426377760768.00,267030593536.0,11693408124928.0
5006500028155,12204668616704.00,261017321472.0,12465686446080.0
1599500027159,15171274670080.00,276029440000.0,15447303913472.0
7024000144155,44235701092352.00,544834650112.0,44780536987648.0
5988600154159,16560870653952.00,405314895872.0,16966185123840.0
3383100169155,15231126339584.00,160751452160.0,15391878283264.0
2722000028159,19194338869248.00,180279574528.0,19374618443776.0
3829100131159,21403640266752.00,232705212416.0,21636344446976.0
5099500092148,11707499937792.00,192707084288.0,11900207235072.0
4052100042144,17627789393920.00,295990591488.0,17923779330048.0
4407100128151,23456808697856.00,202096590848.0,23658904944640.0
4132900155159,11751749844992.00,228425629696.0,11980175835136.0
3182400192159,14533725782016.00,151955079168.0,14685681221632.0
1652100109148,22873907396608.00,188232925184.0,23062139371520.0
4555900086159,18746754203648.00,298392584192.0,19045147475968.0
1199100178155,15218114560000.00,154971062272.0,15373085704192.0
5002900126159,9799515242496.00,222352900096.0,10021867880448.0
844200021137,11931355185152.00,178449334272.0,12109804994560.0
5141800138159,11301434687488.00,328941928448.0,11630376124416.0
2977000180137,12441524109312.00,205365723136.0,12646889816064.0
2653500168141,14957890502656.00,530557009920.0,15488447938560.0
187800029163,16425555066880.00,388517888000.0,16814073446400.0
1419000066155,20511073501184.00,396209160192.0,20907282137088.0
6416500152144,10718367711232.00,209290706944.0,10927658237952.0
2863600164144,12347832795136.00,312306696192.0,12660139622400.0
6384300165155,22184313487360.00,254125834240.0,22438440075264.0
6369000180144,16079456829440.00,243462160384.0,16322919399424.0
4856700146151,13963835211776.00,236525830144.0,14200361451520.0
4827400098151,13867551817728.00,145262198784.0,14012814196736.0
4404900168144,20133747621888.00,461637451776.0,20595385303040.0
5662900144144,13456397828096.00,301593001984.0,13757990305792.0
4228900145141,9880208408576.00,280702255104.0,10160911155200.0
5151700114155,22035986120704.00,261249040384.0,22297234636800.0
210500054163,49304865603584.00,130131820544.0,49434998079488.0
3284200127141,13766064340992.00,359473643520.0,14125538213888.0
2697100183144,13492829552640.00,289003044864.0,13781832826880.0
5756800054155,21343789645824.00,316672671744.0,21660461694976.0
2920600168151,18148237508608.00,416340312064.0,18564578803712.0
5560700094155,25317412438016.00,290441297920.0,25607853309952.0
3185500138144,16912174022656.00,394906664960.0,17307080327168.0
658700154144,12056298258432.00,303032369152.0,12359330430976.0
2539100040155,40951674306560.00,850824593408.0,41802497261568.0
7101200112144,11267596091392.00,313273712640.0,11580869705728.0
843800085159,17640800124928.00,190959796224.0,17831760494592.0
2375800071155,10609042128896.00,153823903744.0,10762866130944.0
161500116137,33694024728576.00,545414610944.0,34239439437824.0
4567700081148,10197771747328.00,71229349888.0,10269001515008.0
4089900071148,11410760269824.00,183795417088.0,11594555719680.0
3939400084141,10104064704512.00,233578430464.0,10337643397120.0
2615000023141,11806413160448.00,257580580864.0,12063993757696.0
1216000069148,34146814525440.00,870018121728.0,35016832712704.0
5438400021141,10648086904832.00,151730307072.0,10799816900608.0
5521500179159,11085387137024.00,88633532416.0,11174021169152.0
1444700041141,10817280933888.00,113457176576.0,10930737905664.0
841300053144,18088386887680.00,373780840448.0,18462168580096.0
3882400172155,12355641540608.00,293102551040.0,12648743698432.0
2769400097159,17690242580480.00,311447289856.0,18001690624000.0
3388300188163,16657154048000.00,209644371968.0,16866797944832.0
84300186141,57365051211776.00,899088908288.0,58264142217216.0
1474300081144,19863114350592.00,204500123648.0,20067613933568.0
4215200127159,15590235308032.00,169726443520.0,15759962013696.0
639100026144,11533099728896.00,297996845056.0,11831096639488.0
2313800058155,14510305837056.00,160768524288.0,14671074557952.0
3278700072141,11660645367808.00,191821283328.0,11852466618368.0
6819400048155,16771652255744.00,238399520768.0,17010052300800.0
214500032141,16597302378496.00,411399159808.0,17008701734912.0
1245700058163,10931811647488.00,53803470848.0,10985615130624.0
1915000093155,15184285401088.00,240877993984.0,15425163231232.0
2815700035155,10478892875776.00,258624585728.0,10737517854720.0
1901400185155,14632610693120.00,206112407552.0,14838722985984.0
4372500181155,10718367711232.00,584353841152.0,11302721290240.0
6340100157159,15722949378048.00,118711648256.0,15841660764160.0
4781000179141,18174261067776.00,408669749248.0,18582930980864.0
3747300079141,9986930376704.00,154487832576.0,10141418127360.0
5823600107159,11996429811712.00,255798673408.0,12252228878336.0
5216000129155,13589111898112.00,216553963520.0,13805665910784.0
764200137144,20635979874304.00,280866684928.0,20916847247360.0
3156000096155,18577608409088.00,387622699008.0,18965231304704.0
2114900179155,10715764097024.00,58171736064.0,10773935947776.0
4965700021159,22530410676224.00,461692436480.0,22992102883328.0
438500111159,14093946716160.00,182588063744.0,14276535255040.0
1476900189159,11077578391552.00,162161704960.0,11239739621376.0
6530500032155,10681925500928.00,257331167232.0,10939256537088.0
760800126141,15504361127936.00,277055602688.0,15781416927232.0
5395600080151,13024426459136.00,197016698880.0,13221443403776.0
5475400112148,19514414596096.00,153666666496.0,19668081311744.0
2657800042159,16329271672832.00,254333861888.0,16583605878784.0
2112000033151,15717745295360.00,326683459584.0,16044429148160.0
1487200080137,20297688285184.00,175955525632.0,20473643532288.0
2027600077141,13950823432192.00,462144995328.0,14412968624128.0
3801600030148,20672411598848.00,239584493568.0,20911996534784.0
4121100137151,21143417257984.00,404509229056.0,21547926421504.0
3218000078151,10015562792960.00,226450571264.0,10242013265920.0
6709300092151,16857526435840.00,343975919616.0,17201502355456.0
4838000026159,10603835949056.00,210774736896.0,10814610210816.0
4585800110159,57557838200832.00,576900038656.0,58134739550208.0
500182148,31487325896704.00,562201755648.0,32049528307712.0
1997400052155,46853554962432.00,1219918168064.0,48073472475136.0
2364300078141,19975009992704.00,292401807360.0,20267411701760.0
7391400158144,16006593380352.00,233553723392.0,16240146907136.0
673400128151,17960875851776.00,96926441472.0,18057802022912.0
1274200082155,12397285736448.00,445499080704.0,12842784784384.0
1347000056151,13154537963520.00,127895896064.0,13282433826816.0
91200111151,12272345808896.00,111679676416.0,12384025444352.0
3661800041159,10551776247808.00,282886504448.0,10834663178240.0
2903100092151,18804002258944.00,565015150592.0,19369016950784.0
4895800078159,11855869247488.00,144759177216.0,12000628310016.0
3782400164151,13672383512576.00,322993782784.0,13995377426432.0
6059900054155,31817809788928.00,603822030848.0,32421632278528.0
3022900152137,11736132354048.00,125862048.0,11736258183168.0
3565400042144,14156400951296.00,196411572224.0,14352812867584.0
623700085155,15270159581184.00,503336140800.0,15773495984128.0
3042600082144,11158270509056.00,19564636160.0,11177834840064.0
2354500163159,10098858524672.00,123654791168.0,10222512898048.0
352300096144,32941977632768.00,574470488064.0,33516448382976.0
3109200055144,14312534966272.00,225040908288.0,14537576153088.0
637400068159,11876692918272.00,114749087744.0,11991441735680.0
5517000034159,11132240658432.00,195475357696.0,11327716196352.0
1245400192141,10494511415296.00,149455388672.0,10643967049728.0
5614000058141,16717005717504.00,152503353344.0,16869509562368.0
1387200071155,15517372907520.00,164238442496.0,15681611366400.0
2729100084159,36525261717504.00,663823253504.0,37189085822976.0
2878000109151,15046367248384.00,225796128768.0,15272163409920.0
5462800024151,12503978344448.00,579190980608.0,13083169783808.0
2341800030151,21257915465728.00,378665861120.0,21636581425152.0
1696800032151,10536158756864.00,388873322496.0,10925031555072.0
637900044151,19202144468992.00,303922315264.0,19506065833984.0
2813700157148,21682081234944.00,508216082432.0,22190296662016.0
3833200172148,35242358341632.00,738719956992.0,35981080133632.0
3639200028148,10189963001856.00,117221842944.0,10307184361472.0
1412000059148,18738946506752.00,172082216960.0,18911028314112.0
1089400086148,14330750828544.00,265499164672.0,14596250271744.0
898300097144,15111423000576.00,155516452864.0,15266939404288.0
6866200165144,17234851266560.00,303130804224.0,17537982005248.0
4006600099141,16454179094528.00,197689524224.0,16651868176384.0
4940900027148,10242022703104.00,237440466944.0,10479463301120.0
199900153148,10905781796864.00,107817476096.0,11013599526912.0
4854200052137,13648963567616.00,4172922368.0,13653136900096.0
2290700140159,11353494388736.00,500708933632.0,11854203060224.0
3678900080137,9716220559360.00,428404539392.0,10144624672768.0
4066600045159,11236360060928.00,100321517568.0,11336681521152.0
1225100111151,11184300359680.00,170884300800.0,11355184693248.0
4683100044159,25070200160256.00,320433913856.0,25390634500096.0
3308500131163,10572600967168.00,147138625536.0,10719739248640.0
1915700031141,17820356182016.00,318648680448.0,18139005845504.0
3188800190155,14827778998272.00,183495917568.0,15011274555392.0
3913200139141,11114020601856.00,193823588352.0,11307844632576.0
3716600047159,11931355185152.00,134955745280.0,12066311110656.0
5139700114159,11915737694208.00,135969931264.0,12051707592704.0
1620900059141,12795428995072.00,270266875904.0,13065696313344.0
3354800037141,10775632543744.00,35194732544.0,10810826948608.0
150300036155,22603274125312.00,269856129024.0,22873129353216.0
3605400059155,9976518017024.00,211621543936.0,10188139528192.0
2028200026155,14166810165248.00,168015888384.0,14334825594880.0
3344800157141,33129339289600.00,549878300672.0,33679216738304.0
4935100192151,10502320160768.00,224702545920.0,10727022657536.0
1173700022155,10335729745920.00,143143796736.0,10478874001408.0
2295600170159,11452407611392.00,71155212288.0,11523562930176.0
3338300123148,9833354887168.00,453060526080.0,10286415216640.0
5511400041144,24573170941952.00,288954875904.0,24862124933120.0
1197900098159,10041592643584.00,161698381824.0,10203291451392.0
4784400046155,15389862920192.00,235249713152.0,15625113042944.0
3058100129151,14624804044800.00,290437070848.0,14915240722432.0
480900035155,12654908276736.00,291042459648.0,12945951031296.0
5997900186155,18647867195392.00,245150744576.0,18893017972736.0
5016100027159,10538761322496.00,159479447552.0,10698240294912.0
373200047155,32752013410304.00,600326668288.0,33352339947520.0
5347600094148,10931811647488.00,265819127808.0,11197630906368.0
4753300179151,9838560018432.00,476297527296.0,10314857840640.0
4974300183155,30139364671488.00,559205449728.0,30698570252288.0
2494400023148,14653429121024.00,236299075584.0,14889727819776.0
1080800095163,34875442724864.00,324593582080.0,35200037814272.0
540100139159,10335729745920.00,116318633984.0,10452048281600.0
2375400124159,27469465780224.00,397299056640.0,27866764935168.0
5458300079159,22382083309568.00,521624223744.0,22903707926528.0
1408900138151,12956768141312.00,138479370240.0,13095247282176.0
3793600154137,10780838723584.00,117185093632.0,10898023383040.0
6475700123151,12826655588352.00,378922991616.0,13205578448896.0
5589600067151,13542272008192.00,584107884544.0,14126380220416.0
5080300024163,31250521784320.00,296591425536.0,31547113603072.0
5134000175159,17351952039936.00,208512139264.0,17560464523264.0
2577900164148,12147402735616.00,130822037504.0,12278225174528.0
182700081159,17310316232704.00,294725615616.0,17605041586176.0
6529100158151,13292457164800.00,343140532224.0,13635597369344.0
1352400020151,11749147279360.00,161405747200.0,11910553534464.0
5691600021151,10338332311552.00,541623844864.0,10879956418560.0
438200182163,13479817773056.00,330233839616.0,13810052104192.0
4949100020144,10132697120768.00,111379251200.0,10244076863488.0
3482200083151,13112902156288.00,206369357824.0,13319271350272.0
3702800097159,10489305235456.00,147798327296.0,10637103071232.0
3461100093163,17463848730624.00,120110784512.0,17583959965696.0
3252500070155,13583907815424.00,311195500544.0,13895103152128.0
1858300166151,12644499062784.00,264852963328.0,12909351534592.0
4493100031159,14036697612288.00,364064440320.0,14400762150912.0
4592000114155,35018567057408.00,776718712832.0,35795285049344.0
268700189141,10650689470464.00,173159022592.0,10823848165376.0
3757300057141,9614703722496.00,415647596544.0,10030350860288.0
2689300057137,13209185550336.00,188623175680.0,13397808644096.0
614200128141,11624204206080.00,155245920256.0,11779450077184.0
3521800123159,10676719321088.00,270226669568.0,10946945744896.0
5021300080155,13042641272832.00,125420322816.0,13168061448192.0
5409800178144,9924458315776.00,323308716032.0,10247766802432.0
7030500025151,11543512088576.00,200958115840.0,11744470630400.0
2294900032144,12964574789632.00,224519110656.0,13189093785600.0
4472000128155,11218138955776.00,147321831424.0,11365460738048.0
6220600057155,10463275384832.00,276337164288.0,10739612909568.0
1819100187141,10520541265920.00,391478050816.0,10912019775488.0
5780100109151,18111805784064.00,326667239424.0,18438472859648.0
4457900129151,16498417467392.00,255559581696.0,16753977458688.0
4996000188148,18085784322048.00,411565457408.0,18497350402048.0
2370300059148,10213389238272.00,106340302848.0,10319729524736.0
4090100047141,26418161385472.00,363764449280.0,26781924982784.0
2365900166141,26993254989824.00,549388779520.0,27542643802112.0
776000094141,16409940721664.00,262566461440.0,16672507297792.0
4921400096144,29389920141312.00,907743592448.0,30297663995904.0
354500157144,11275404836864.00,112621232128.0,11388026093568.0
2663500097148,12829258153984.00,283738996736.0,13112997576704.0
4438900140148,14200639324160.00,275780206592.0,14476420055040.0
566200158159,15374249623552.00,116362960896.0,15490612199424.0
5182500154151,10025975152640.00,193543323648.0,10219518164992.0
3502600081163,43030866296832.00,45366344.0,43030912434176.0
5916900098137,38039766171648.00,10766057472.0,38050532950016.0
1856800085159,14252683296768.00,246154870784.0,14498838609920.0
2720300155159,13635952836608.00,133960187904.0,13769912614912.0
6067400183151,15790607695872.00,459132928000.0,16249740328960.0
696800159155,24154210304000.00,263313833984.0,24417524514816.0
3459300153159,10054607568896.00,168576581632.0,10223183986688.0
2564100112163,12714758897664.00,86571401216.0,12801330380800.0
5904100171163,20862375821312.00,226446409728.0,21088822099968.0
1387100175151,35015964491776.00,400887250944.0,35416849776640.0
2174700043155,65714702516224.00,1406930911232.0,67121631461376.0
5989000177159,10887560691712.00,63061049344.0,10950622052352.0
5088600056163,23933019488256.00,410693861376.0,24343713153024.0
